,birthday,known_for_department,deathday,id,name,gender,biography,place_of_birth,profile_path
1871,1984-07-07,Acting,,12928,Ross Malinger,2,"​From Wikipedia, the free encyclopedia.  

Ross Aaron Malinger (born July 7, 1984) is an American actor who co-starred as Jonah Baldwin in the 1993 romantic film Sleepless In Seattle. He starred in the 1997 comedy Toothless, along with Kirstie Alley, portraying the second main character of the film. He starred with Kirstie Alley before that in the 1996 film Peter and the Wolf and played Adam Lippman, the Bar Mitzvah boy who liked Elaine's ""Shiksa appeal"", in the Seinfeld's episode ""The Serenity Now"".

Malinger co-starred with Jean-Claude Van Damme in 1995 film Sudden Death. Though it was a box office flop, he earned $1.1 million, a contrast from Sleepless in Seattle for which he only earned $24,000 even though it launched his career.

He provided the original voice of T.J. Detweiler on the animated series Recess. He did not reprise the role in the next seasons, as he got replaced by Andrew Lawrence. He was a recurring character on the Teen Drama Party of Five.

He also provided the voice for the puppy Spike, Part of the 'Riley Gang' in Homeward Bound II: Lost in San Francisco

He starred with Shelley Long and Treat Williams on the CBS comedy Good Advice, which lasted two seasons.

Malinger was born in Redwood City, California, the son of Laura, a producer, and Brian Malinger, a producer and sales representative.

As of 2008, Malinger worked as a general manager at Automotive Legends in Malibu.

Description above from the Wikipedia article Ross Aaron Malinger  licensed under CC-BY-SA, full list of contributors on Wikipedia."," Redwood City, California",/oeqoxZ3WgQRUE1DusC68SACHHrC.jpg
1872,1948-02-05,Acting,,207,Tom Wilkinson,2,"Thomas Geoffrey ""Tom"" Wilkinson, OBE is an English actor. He has twice been nominated for an Academy Award for his roles in In The Bedroom and Michael Clayton. In 2009, he won The Golden Globe and Primetime Emmy Award for best Supporting Actor in a Miniseries or Movie for John Adams.","Leeds, West Yorkshire, England, UK",/4mxZKgdem0sQ8hJd0Y7TREwq7TJ.jpg
1873,1970-12-26,Acting,,16460,Marcus Lyle Brown,2,,,/gTD4oCMELMEXZ7wzoPqL01iNRGH.jpg
1874,1965-12-19,Directing,,5501,Gary Fleder,2,"Gary Fleder (born December 19, 1965) is an American film director, screenwriter, and producer. His most recently completed film, The Express, is based on the true story of football player Ernie Davis, and was released by Universal Pictures in October 2008.

Description above from the Wikipedia article Gary Fleder, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Norfolk, Virginia, USA",/fKPxO8iWMuWYQ8sXeH1BPfQzqxm.jpg
1875,1964-01-27,Acting,,2233,Bridget Fonda,1,"Bridget Jane Fonda (born 27 January 1964) is an American actress. She is best known for her roles in films such as The Godfather Part III, Single White Female, Point of No Return, It Could Happen to You, and Jackie Brown. She is the daughter of Peter Fonda.

Description above from the Wikipedia article Bridget Fonda, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Los Angeles, California, USA",/yWxhdN59eksIqyBHdjUcLRgCIaI.jpg
1876,,Acting,,1074672,Marisela Gonzales,0,,,
1877,,Acting,,62597,Peter MacKenzie,2,"Peter MacKenzie (born January 19, 1961) is an American actor. In 1979, Peter took acting lessons in New York. He worked at a talent agency before deciding to work as an actor full time in 1984. His first major role was on Herman's Head. He is a character actor. He also played ""Mr. Firestein"" in the season 3 episode of The Drew Carey Show titled ""The Sex Drug"", as Mimi Bobeck's counsel in her sex harassment case against Nigel Wick, and co-starred in the 1987 film Firehouse. One of his minor roles was Mr. Sneed in Disney's Tom and Huck. He plays anti-war activist David Dellinger in the 2012 film The Chicago 8.",,/cbQ7JkLgeN4bfvQ1y9Kohk1vkYx.jpg
1878,1965-03-01,Acting,,78190,Chris Eigeman,2,"From Wikipedia, the free encyclopedia

Chris Eigeman (born March 1, 1965, in Denver, Colorado) is an American actor best known for roles in the Whit Stillman films Metropolitan, Barcelona, and The Last Days of Disco. He usually plays quick-witted, articulate characters, who speak with a healthy dose of sarcasm.

Eigeman also appeared in the films Kicking and Screaming, Crazy Little Thing (aka The Perfect You), Mr. Jealousy, Maid in Manhattan in 2002 as John Bextrum, Highball, The Treatment (2006) and the TV series It's Like, You Know..., Gilmore Girls (as Jason Stiles), Malcolm in the Middle, Homicide: Life on the Street, and Fringe. In 1992 he filmed a pilot for an American version of the British cult sci-fi television show Red Dwarf playing the part of Arnold Rimmer, but the show was not picked up as a series. During the mid-1990s he appeared in a series of television advertisements for Pacific Bell that highlighted his sarcastic, straight ahead delivery. In these spots, Eigeman always appeared in dark suit and tie, regardless of the situation. He wrote and directed the film Turn the River.

Description above from the Wikipedia article Chris Eigeman, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Denver, Colorado, USA",/gUPkpZnACB78kRqPnFuQXK0PLjf.jpg
1879,,Acting,,127620,Sal Mazzotta,2,,,/9fJjpfLnlrjnfyaYsJysB8IHgz2.jpg
1880,1950-08-06,Acting,,8656,Dorian Harewood,2,"Dorian Harewood (born August 6, 1950) is an African American actor. He first garnered attention for his portrayal of Simon Haley (father of author Alex Haley) in the ABC miniseries Roots: The Next Generations. He is also known for his roles in Full Metal Jacket and The Jesse Owens Story, and for his co-starring role in the ABC Television series Strike Force. In 1994, he was awarded the NAACP Image Award for Outstanding Actor in a Drama Series, Mini-Series or Television Movie, for his recurring role as jazz/blues saxophonist Clarence ""Cool Papa"" Charleston on the NBC drama series I'll Fly Away.

Description above from the Wikipedia article Dorian Harewood, licensed under CC-BY-SA, full list of contributors on Wikipedia."," Dayton, Ohio, USA",/j3Nc0uNpe3MkonLtOrzVegO22QO.jpg
1881,,Acting,,115244,Walter Phelan,2,,,/gvNfE7YZCf0cs1mkL6Hhfl0999A.jpg
1882,1955-06-07,Acting,,4520,William Forsythe,2,"An American actor, known for playing ""tough guy"" roles.

Description above from the Wikipedia article William Forsythe, licensed under CC-BY-SA, full list of contributors on Wikipedia","Bedford-Stuyvesant, Brooklyn, New York, USA",/3oaz2y7hIm3r3OyDKvQ1i2D8cLR.jpg
1883,,Acting,,13511,Arne Bang-Hansen,0,,,/a1fGJlBmBsesO69mpPjFtPAyocf.jpg
1884,1943-07-05,Acting,,72861,Robbie Robertson,2,,,/wR0MkHUYG7YMY6ZDeG78R12IWdN.jpg
1885,1971-03-13,Acting,,49425,Annabeth Gish,1,"Annabeth Gish is an American actress. She has played roles in films Shag, Hiding Out, Mystic Pizza, SLC Punk!, The Last Supper and Double Jeopardy. Wikipedia","Albuquerque, NM",/tA2iInfNHuqWvAec0wtnrji0nGw.jpg
1886,1975-08-21,Acting,,3128,Alicia Witt,1,"Alicia Roanne Witt (born August 21, 1975) is an American film, stage, television actress and singer.

Description above from the Wikipedia article Alicia Witt, licensed under CC-BY-SA, full list of contributors on Wikipedia","Worcester, Massachusetts, USA",/pmKMhehztGEv2i7PPY20nP68j0f.jpg
1887,,Acting,,58561,Edward J. Rosen,0,,,
1888,,Acting,,1073473,David Clatworthy,0,,,/sYy5IKaWGDlsEm8uiABzIxRlnAr.jpg
1889,,Acting,,1252814,Angus Wright,0,,,/jcVb6Z421Z3zshe9R7dCOn2NpO9.jpg
1890,,Acting,,2120435,John Azevedo Jr.,0,,,
1891,1962-11-11,Acting,,3416,Demi Moore,1,"Demi Guynes Kutcher (born November 11, 1962), known professionally as Demi Moore, is an American actress. After minor roles in film and a role in the television drama series General Hospital, Moore established her career in films such as St. Elmo's Fire (1985), and in the early 1990s became one of the highest paid actresses in Hollywood with her successes in Ghost (1990), A Few Good Men (1992), Indecent Proposal (1993), and Disclosure (1994). Moore took her professional name from her first husband Freddy Moore and is the mother of three daughters from her marriage to Bruce Willis. She has been married to Ashton Kutcher since 2005.

Description above from the Wikipedia article Demi Moore, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Roswell, New Mexico, US",/e6XPgTpGrEY6g9nG7gnvWaksRvb.jpg
1892,,Acting,,1218075,Charley Scalies,2,,,/74GMoWNFK1jU7eO8Fb2lV2U85y9.jpg
1893,1940-05-20,Acting,,214701,Sherry Lynn,1,"Sherry Lynn is a prolific voice actor that has collaborated with Disney, Pixar, Studio Ghibli, and many other studios.",,/kQDSC2z7sb6S5HcpOH6cmeJokKE.jpg
1894,,Acting,,17358,Kim Staunton,1,,,/9CJmJ5l7DZAtZvdbltalwoV2NfH.jpg
1895,1940-11-15,Acting,,8975,Sam Waterston,2,"Samuel Atkinson ""Sam"" Waterston (born November 15, 1940) is an American actor and occasional producer and director. Among other roles, he is noted for his Academy Award-nominated portrayal of Sydney Schanberg in 1984's The Killing Fields, and his Golden Globe- and Screen Actors Guild Award-winning portrayal of Jack McCoy on the NBC television series Law & Order. He has been nominated for multiple Golden Globe-, Screen Actors Guild-, BAFTA- and Emmy Awards, having starred in over eighty film and television productions during his forty-five year career. Allmovie has characterised Waterston as having ""cultivated a loyal following with his quietly charismatic, unfailingly solid performances.""

Description above from the Wikipedia article Sam Waterston, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Cambridge, Massachusetts, USA",/fKmtS6OdDWPiAdxZflbJGz1eWml.jpg
1896,1950-04-15,Acting,,35137,Josiane Balasko,1,"Josiane Balasko (born 15 April 1950) is a French actress, writer and director.

She was born Josiane Balašković in Paris. One of Balasko's most recognized roles among English speakers is as a lesbian in 1995's Gazon maudit (French Twist). She won the 1996 César Award (shared with Telsche Boorman) for best writing for this film, for which she was also nominated as best director. The movie itself was nominated for best film.

Balasko's other César nominations for best actress were for Trop belle pour toi (1989), Tout le monde n'a pas eu la chance d'avoir des parents communistes (1993), Cette femme-là (2003).

She is married to George Aguilar, who is also an actor.

Description above from the Wikipedia article Josiane Balasko, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Paris, France",/eDAW4L3nNpx0sfhh5nMix4KdjfM.jpg
1897,,Acting,,95838,Bob Greene,2,,,
1898,1973-09-05,Acting,,16850,Rose McGowan,1,"Rose Arianna McGowan (born September 5, 1973) is an American actress, filmmaker, activist and musician. Born in Italy, she was raised among the Children of God cult, before her American-born parents fled back to the USA when Rose was 10 amid concerns about the direction of the community.

Settling in Oregon, McGowan was bullied at school and rebelled from her family. At 15, she legally emancipated herself from her parents and lived in a squat with drag artists, before moving to Los Angeles to try her hand at acting. Commercials, extras work and a small part in 1992’s Encino Man followed, but McGowan walked away from the industry, deciding to work in cosmetology instead.

In 1994, she was standing looking grouchy outside of an LA gym when she was discovered by a casting director for Gregg Araki’s The Doom Generation, believing she’d be perfect for the role of Amy Blue, an apathetic gen-X femme fatale. Her performance became synonymous with 90s punk cool, and she was nominated for Best Debut Performance at the 1996 Independent Spirit Awards.

Landing an agent, McGowan quickly found further roles, among them the smash hit Scream and cult indies including Jawbreaker, Going All the Way and Devil in the Flesh. With her pale white skin and blood-red lipstick, along with a relationship with rock star Marilyn Manson, McGowan was promoted as a bad girl sex symbol for the 1990s, but began to struggle finding mainstream success.

On advice from her management, McGowan joined the cast of the fantasy drama Charmed in its fourth season, replacing the departed Shannen Doherty as one third of a trio of sister witches. After five seasons on the series, McGowan returned to film with roles in Brian De Palma’s The Black Dahlia and the Quentin Tarantino/Robert Rodriguez double bill Grindhouse.

While Grindhouse garnered McGowan international attention, particularly for her role as a go-go dancer with a machine gun for a leg, it was an unhappy period in her personal life. A relationship with Rodriguez imploded, a car accident forced her to undergo extensive reconstructive surgery, and her father died.

In 2015, McGowan announced that she was walking away from acting to explore other ventures, due to her own traumatic experiences in the industry and her frustration with the quality of work promoted by Hollywood.

Her filmmaking debut, the short film Dawn, premiered at Sundance 2015 to rave reviews, and in the same year she released her debut single — an atmospheric slice of electronica called RM486. She has since become a prominent activist across social media, launching her own feminist movement known as Rose Army, and continues to work as an artist, filmmaker and musician.","Florence, Tuscany, Italy",/bsCcpDrQ3qF3PVDPoDydF3u3Hnf.jpg
1899,1977-09-21,Acting,,83051,Eric Michael Cole,2,"From Wikipedia, the free encyclopedia.

Eric Michael Cole (born September 21, 1976) is an American actor, producer and editor.

Description above from the Wikipedia article Eric Michael Cole, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Sacramento, California, United States",/t66aYWyek7oGGNgD1GpEnosq56v.jpg
1900,,Acting,,1331575,Elizabeth Walsh,1,,,
1901,1951-07-08,Acting,,5657,Anjelica Huston,1,"Anjelica Huston (born July 8, 1951) is an American actress. Huston became the third generation of her family to win an Academy Award, for her performance in 1985's Prizzi's Honor, joining her father, director John Huston, and grandfather, actor Walter Huston. She later was nominated in 1989 and 1990 for her acting in Enemies, a Love Story and The Grifters respectively. Among her roles, she starred as Morticia Addams in The Addams Family (1991) and Addams Family Values (1993), receiving Golden Globe nominations for both. More recently, she is known for her frequent collaborations with director Wes Anderson.

Description above from the Wikipedia article Anjelica Huston, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Santa Monica, California, USA",/paPxkSeN2IrhYRVByyucYDljD1J.jpg
